PERCENTAGE OF VISITS FOR INFLUENZA-LIKE-ILLNESS REPORTED BY SENTINEL PROVIDERS
REGION TYPE,REGION,YEAR,WEEK,% WEIGHTED ILI,%UNWEIGHTED ILI,AGE 0-4,AGE 25-49,AGE 25-64,AGE 5-24,AGE 50-64,AGE 65,ILITOTAL,NUM. OF PROVIDERS,TOTAL PATIENTS
States,New Jersey,2023,51,X,8.049,X,X,X,X,X,X,2201,30,27345
States,New Mexico,2023,51,X,12.3235,X,X,X,X,X,X,3142,41,25496
States,New York,2023,51,X,3.5352,X,X,X,X,X,X,1910,98,54028
States,North Carolina,2023,51,X,7.88721,X,X,X,X,X,X,8022,141,101709
States,North Dakota,2023,51,X,7.57531,X,X,X,X,X,X,259,9,3419
States,Ohio,2023,51,X,5.24901,X,X,X,X,X,X,1992,74,37950
States,Oklahoma,2023,51,X,2.14716,X,X,X,X,X,X,424,31,19747
States,Oregon,2023,51,X,1.99304,X,X,X,X,X,X,790,86,39638
States,Pennsylvania,2023,51,X,3.32215,X,X,X,X,X,X,2307,99,69443
States,Rhode Island,2023,51,X,3.24503,X,X,X,X,X,X,403,23,12419
States,South Carolina,2023,51,X,16.478,X,X,X,X,X,X,5574,39,33827
States,South Dakota,2023,51,X,2.11434,X,X,X,X,X,X,179,31,8466
States,Tennessee,2023,51,X,11.7386,X,X,X,X,X,X,4307,98,36691
States,Texas,2023,51,X,8.26591,X,X,X,X,X,X,4046,39,48948
States,Utah,2023,51,X,3.82622,X,X,X,X,X,X,827,48,21614
States,Vermont,2023,51,X,1.35135,X,X,X,X,X,X,82,15,6068
States,Virginia,2023,51,X,6.88185,X,X,X,X,X,X,8797,182,127829
States,Washington,2023,51,X,3.621,X,X,X,X,X,X,2627,109,72549
States,West Virginia,2023,51,X,3.20984,X,X,X,X,X,X,441,55,13739
States,Wisconsin,2023,51,X,2.87394,X,X,X,X,X,X,914,65,31803
States,Wyoming,2023,51,X,8.0776,X,X,X,X,X,X,229,15,2835
States,Commonwealth of the Northern Mariana Islands,2023,51,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,51,X,4.14647,X,X,X,X,X,X,77,6,1857
States,Virgin Islands,2023,51,X,2.16718,X,X,X,X,X,X,21,4,969
States,New York City,2023,51,X,10.3764,X,X,X,X,X,X,13184,106,127058
States,Alabama,2023,52,X,10.11,X,X,X,X,X,X,4568,106,45183
States,Alaska,2023,52,X,3.16731,X,X,X,X,X,X,124,12,3915
States,Arizona,2023,52,X,5.91972,X,X,X,X,X,X,4557,119,76980
States,Arkansas,2023,52,X,5.87918,X,X,X,X,X,X,871,46,14815
States,California,2023,52,X,7.78055,X,X,X,X,X,X,18293,204,235112
States,Colorado,2023,52,X,8.42929,X,X,X,X,X,X,3858,97,45769
States,Connecticut,2023,52,X,4.99659,X,X,X,X,X,X,2268,69,45391
States,Delaware,2023,52,X,2.64965,X,X,X,X,X,X,328,24,12379
States,District of Columbia,2023,52,X,7.66083,X,X,X,X,X,X,468,7,6109
States,Florida,2023,52,X,6.88259,X,X,X,X,X,X,18033,357,262009
States,Georgia,2023,52,X,11.0602,X,X,X,X,X,X,9212,102,83290
States,Hawaii,2023,52,X,4.80243,X,X,X,X,X,X,1106,42,23030
States,Idaho,2023,52,X,6.14843,X,X,X,X,X,X,908,30,14768
States,Illinois,2023,52,X,4.16588,X,X,X,X,X,X,3085,175,74054
States,Indiana,2023,52,X,4.66451,X,X,X,X,X,X,2942,159,63072
States,Iowa,2023,52,X,2.98393,X,X,X,X,X,X,78,16,2614
States,Kansas,2023,52,X,3.64194,X,X,X,X,X,X,570,34,15651
States,Kentucky,2023,52,X,5.71065,X,X,X,X,X,X,2246,87,39330
States,Louisiana,2023,52,X,13.5776,X,X,X,X,X,X,6475,87,47689
States,Maine,2023,52,X,3.45161,X,X,X,X,X,X,500,50,14486
States,Maryland,2023,52,X,6.46597,X,X,X,X,X,X,3095,69,47866
States,Massachusetts,2023,52,X,6.44775,X,X,X,X,X,X,5282,104,81920
States,Michigan,2023,52,X,4.87923,X,X,X,X,X,X,6575,284,134755
States,Minnesota,2023,52,X,2.12523,X,X,X,X,X,X,484,70,22774
States,Mississippi,2023,52,X,9.26262,X,X,X,X,X,X,1481,30,15989
States,Missouri,2023,52,X,2.95247,X,X,X,X,X,X,884,41,29941
States,Montana,2023,52,X,4.2673,X,X,X,X,X,X,288,28,6749
States,Nebraska,2023,52,X,5.49694,X,X,X,X,X,X,870,92,15827
States,Nevada,2023,52,X,5.62331,X,X,X,X,X,X,2559,64,45507
States,New Hampshire,2023,52,X,4.14201,X,X,X,X,X,X,378,23,9126
States,New Jersey,2023,52,X,8.82107,X,X,X,X,X,X,2636,32,29883
States,New Mexico,2023,52,X,13.3575,X,X,X,X,X,X,3164,41,23687
States,New York,2023,52,X,4.23452,X,X,X,X,X,X,2226,98,52568
States,North Carolina,2023,52,X,8.65292,X,X,X,X,X,X,9059,138,104693
States,North Dakota,2023,52,X,7.28387,X,X,X,X,X,X,214,9,2938
States,Ohio,2023,52,X,6.74372,X,X,X,X,X,X,2474,73,36686
States,Oklahoma,2023,52,X,2.58616,X,X,X,X,X,X,487,31,18831
States,Oregon,2023,52,X,2.32115,X,X,X,X,X,X,937,84,40368
States,Pennsylvania,2023,52,X,4.15023,X,X,X,X,X,X,2998,99,72237
States,Rhode Island,2023,52,X,3.56128,X,X,X,X,X,X,426,24,11962
States,South Carolina,2023,52,X,19.3284,X,X,X,X,X,X,2308,37,11941
States,South Dakota,2023,52,X,2.89139,X,X,X,X,X,X,193,32,6675
States,Tennessee,2023,52,X,13.4047,X,X,X,X,X,X,4673,99,34861
States,Texas,2023,52,X,7.37873,X,X,X,X,X,X,3307,51,44818
States,Utah,2023,52,X,4.90771,X,X,X,X,X,X,912,42,18583
States,Vermont,2023,52,X,1.97078,X,X,X,X,X,X,116,14,5886
States,Virginia,2023,52,X,7.7495,X,X,X,X,X,X,10048,182,129660
States,Washington,2023,52,X,3.91859,X,X,X,X,X,X,2351,109,59996
States,West Virginia,2023,52,X,4.3295,X,X,X,X,X,X,493,53,11387
States,Wisconsin,2023,52,X,3.38609,X,X,X,X,X,X,1044,66,30832
States,Wyoming,2023,52,X,10.1222,X,X,X,X,X,X,232,17,2292
States,Commonwealth of the Northern Mariana Islands,2023,52,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2023,52,X,4.84274,X,X,X,X,X,X,97,6,2003
States,Virgin Islands,2023,52,X,4.91991,X,X,X,X,X,X,43,3,874
States,New York City,2023,52,X,11.2517,X,X,X,X,X,X,13742,100,122133
States,Alabama,2024,1,X,8.12453,X,X,X,X,X,X,3557,106,43781
States,Alaska,2024,1,X,2.84715,X,X,X,X,X,X,114,12,4004
States,Arizona,2024,1,X,5.22926,X,X,X,X,X,X,4133,119,79036
States,Arkansas,2024,1,X,4.77648,X,X,X,X,X,X,749,52,15681
States,California,2024,1,X,6.96114,X,X,X,X,X,X,17173,206,246698
States,Colorado,2024,1,X,7.02405,X,X,X,X,X,X,3391,97,48277
States,Connecticut,2024,1,X,3.96393,X,X,X,X,X,X,1776,69,44804
States,Delaware,2024,1,X,2.5457,X,X,X,X,X,X,344,23,13513
States,District of Columbia,2024,1,X,6.23352,X,X,X,X,X,X,402,7,6449
States,Florida,2024,1,X,6.22866,X,X,X,X,X,X,16527,357,265338
States,Georgia,2024,1,X,8.2299,X,X,X,X,X,X,7108,103,86368
States,Hawaii,2024,1,X,3.83252,X,X,X,X,X,X,1049,41,27371
States,Idaho,2024,1,X,4.93176,X,X,X,X,X,X,542,30,10990
States,Illinois,2024,1,X,3.48038,X,X,X,X,X,X,2486,173,71429
States,Indiana,2024,1,X,3.99009,X,X,X,X,X,X,2819,160,70650
States,Iowa,2024,1,X,3.16438,X,X,X,X,X,X,113,16,3571
States,Kansas,2024,1,X,3.07465,X,X,X,X,X,X,542,35,17628
States,Kentucky,2024,1,X,4.65164,X,X,X,X,X,X,1824,89,39212
States,Louisiana,2024,1,X,10.6741,X,X,X,X,X,X,4880,87,45718
States,Maine,2024,1,X,2.98895,X,X,X,X,X,X,460,49,15390
States,Maryland,2024,1,X,4.99581,X,X,X,X,X,X,2387,70,47780
States,Massachusetts,2024,1,X,5.18626,X,X,X,X,X,X,4462,105,86035
States,Michigan,2024,1,X,3.93264,X,X,X,X,X,X,5775,283,146848
States,Minnesota,2024,1,X,1.40092,X,X,X,X,X,X,409,70,29195
States,Mississippi,2024,1,X,7.23418,X,X,X,X,X,X,1092,29,15095
States,Missouri,2024,1,X,2.75245,X,X,X,X,X,X,830,41,30155
States,Montana,2024,1,X,3.88986,X,X,X,X,X,X,267,28,6864
States,Nebraska,2024,1,X,4.9758,X,X,X,X,X,X,802,91,16118
States,Nevada,2024,1,X,4.58769,X,X,X,X,X,X,2148,64,46821
States,New Hampshire,2024,1,X,2.99853,X,X,X,X,X,X,286,23,9538
States,New Jersey,2024,1,X,7.62949,X,X,X,X,X,X,2177,31,28534
States,New Mexico,2024,1,X,11.3855,X,X,X,X,X,X,2752,41,24171
States,New York,2024,1,X,3.52257,X,X,X,X,X,X,1957,98,55556
States,North Carolina,2024,1,X,6.51447,X,X,X,X,X,X,6258,139,96063
States,North Dakota,2024,1,X,6.49871,X,X,X,X,X,X,227,9,3493
States,Ohio,2024,1,X,5.12391,X,X,X,X,X,X,1836,72,35832
States,Oklahoma,2024,1,X,3.64639,X,X,X,X,X,X,787,36,21583
States,Oregon,2024,1,X,2.06663,X,X,X,X,X,X,848,85,41033
States,Pennsylvania,2024,1,X,3.3752,X,X,X,X,X,X,2319,100,68707
States,Rhode Island,2024,1,X,3.09299,X,X,X,X,X,X,314,22,10152
States,South Carolina,2024,1,X,11.8654,X,X,X,X,X,X,3779,39,31849
States,South Dakota,2024,1,X,2.24987,X,X,X,X,X,X,179,32,7956
States,Tennessee,2024,1,X,11.1298,X,X,X,X,X,X,4027,97,36182
States,Texas,2024,1,X,7.33991,X,X,X,X,X,X,3480,52,47412
States,Utah,2024,1,X,3.47445,X,X,X,X,X,X,705,48,20291
States,Vermont,2024,1,X,1.56201,X,X,X,X,X,X,99,15,6338
States,Virginia,2024,1,X,6.01792,X,X,X,X,X,X,7437,182,123581
States,Washington,2024,1,X,3.46002,X,X,X,X,X,X,2407,109,69566
States,West Virginia,2024,1,X,3.67922,X,X,X,X,X,X,473,53,12856
States,Wisconsin,2024,1,X,3.04011,X,X,X,X,X,X,986,66,32433
States,Wyoming,2024,1,X,8.99452,X,X,X,X,X,X,246,18,2735
States,Commonwealth of the Northern Mariana Islands,2024,1,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,1,X,4.01174,X,X,X,X,X,X,82,6,2044
States,Virgin Islands,2024,1,X,2.33871,X,X,X,X,X,X,29,4,1240
States,New York City,2024,1,X,9.60163,X,X,X,X,X,X,11904,103,123979
States,Alabama,2024,2,X,6.12764,X,X,X,X,X,X,2529,108,41272
States,Alaska,2024,2,X,2.53396,X,X,X,X,X,X,97,12,3828
States,Arizona,2024,2,X,4.07054,X,X,X,X,X,X,3243,119,79670
States,Arkansas,2024,2,X,4.27392,X,X,X,X,X,X,611,47,14296
States,California,2024,2,X,5.49847,X,X,X,X,X,X,16037,209,291663
States,Colorado,2024,2,X,5.71065,X,X,X,X,X,X,2872,97,50292
States,Connecticut,2024,2,X,3.3643,X,X,X,X,X,X,1405,69,41762
States,Delaware,2024,2,X,1.71806,X,X,X,X,X,X,234,24,13620
States,District of Columbia,2024,2,X,5.96576,X,X,X,X,X,X,467,7,7828
States,Florida,2024,2,X,5.29359,X,X,X,X,X,X,13981,357,264112
States,Georgia,2024,2,X,7.01283,X,X,X,X,X,X,5166,103,73665
States,Hawaii,2024,2,X,3.40208,X,X,X,X,X,X,1252,40,36801
States,Idaho,2024,2,X,3.87046,X,X,X,X,X,X,392,30,10128
States,Illinois,2024,2,X,2.60482,X,X,X,X,X,X,1778,177,68258
States,Indiana,2024,2,X,3.3386,X,X,X,X,X,X,2408,158,72126
States,Iowa,2024,2,X,2.64834,X,X,X,X,X,X,79,15,2983
States,Kansas,2024,2,X,2.36502,X,X,X,X,X,X,403,34,17040
States,Kentucky,2024,2,X,4.27783,X,X,X,X,X,X,1690,89,39506
States,Louisiana,2024,2,X,7.8379,X,X,X,X,X,X,3375,87,43060
States,Maine,2024,2,X,2.63741,X,X,X,X,X,X,381,50,14446
States,Maryland,2024,2,X,4.15447,X,X,X,X,X,X,1973,68,47491
States,Massachusetts,2024,2,X,4.46419,X,X,X,X,X,X,3848,105,86197
States,Michigan,2024,2,X,3.19877,X,X,X,X,X,X,4454,286,139241
States,Minnesota,2024,2,X,1.70053,X,X,X,X,X,X,621,72,36518
States,Mississippi,2024,2,X,5.93067,X,X,X,X,X,X,787,28,13270
States,Missouri,2024,2,X,2.58479,X,X,X,X,X,X,692,41,26772
States,Montana,2024,2,X,3.00683,X,X,X,X,X,X,198,28,6585
States,Nebraska,2024,2,X,4.45973,X,X,X,X,X,X,603,91,13521
States,Nevada,2024,2,X,3.73686,X,X,X,X,X,X,1753,64,46911
States,New Hampshire,2024,2,X,3.08022,X,X,X,X,X,X,273,23,8863
States,New Jersey,2024,2,X,6.49241,X,X,X,X,X,X,1843,32,28387
States,New Mexico,2024,2,X,8.28608,X,X,X,X,X,X,1958,42,23630
States,New York,2024,2,X,2.54504,X,X,X,X,X,X,1308,97,51394
States,North Carolina,2024,2,X,4.45963,X,X,X,X,X,X,3994,141,89559
States,North Dakota,2024,2,X,5.60374,X,X,X,X,X,X,168,9,2998
States,Ohio,2024,2,X,4.47425,X,X,X,X,X,X,1628,75,36386
States,Oklahoma,2024,2,X,2.39081,X,X,X,X,X,X,335,30,14012
States,Oregon,2024,2,X,1.80022,X,X,X,X,X,X,676,86,37551
States,Pennsylvania,2024,2,X,2.71956,X,X,X,X,X,X,1810,100,66555
States,Rhode Island,2024,2,X,2.59306,X,X,X,X,X,X,287,23,11068
States,South Carolina,2024,2,X,8.26583,X,X,X,X,X,X,2449,38,29628
States,South Dakota,2024,2,X,1.45042,X,X,X,X,X,X,110,32,7584
States,Tennessee,2024,2,X,9.4044,X,X,X,X,X,X,3319,98,35292
States,Texas,2024,2,X,5.74415,X,X,X,X,X,X,2885,52,50225
States,Utah,2024,2,X,2.78926,X,X,X,X,X,X,560,48,20077
States,Vermont,2024,2,X,1.63062,X,X,X,X,X,X,98,15,6010
States,Virginia,2024,2,X,5.0011,X,X,X,X,X,X,5897,182,117914
States,Washington,2024,2,X,2.64208,X,X,X,X,X,X,1894,109,71686
States,West Virginia,2024,2,X,3.32819,X,X,X,X,X,X,496,48,14903
States,Wisconsin,2024,2,X,2.90181,X,X,X,X,X,X,774,61,26673
States,Wyoming,2024,2,X,8.66995,X,X,X,X,X,X,264,16,3045
States,Commonwealth of the Northern Mariana Islands,2024,2,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,2,X,5.50239,X,X,X,X,X,X,115,6,2090
States,Virgin Islands,2024,2,X,3.67816,X,X,X,X,X,X,48,4,1305
States,New York City,2024,2,X,9.26784,X,X,X,X,X,X,11700,106,126243
States,Alabama,2024,3,X,5.30737,X,X,X,X,X,X,1908,101,35950
States,Alaska,2024,3,X,2.79241,X,X,X,X,X,X,106,12,3796
States,Arizona,2024,3,X,4.03333,X,X,X,X,X,X,3132,119,77653
States,Arkansas,2024,3,X,5.24265,X,X,X,X,X,X,619,50,11807
States,California,2024,3,X,5.06925,X,X,X,X,X,X,13600,208,268284
States,Colorado,2024,3,X,5.19406,X,X,X,X,X,X,2350,97,45244
States,Connecticut,2024,3,X,3.22261,X,X,X,X,X,X,1270,69,39409
States,Delaware,2024,3,X,1.49935,X,X,X,X,X,X,184,25,12272
States,District of Columbia,2024,3,X,4.91564,X,X,X,X,X,X,303,7,6164
States,Florida,2024,3,X,4.88784,X,X,X,X,X,X,12420,357,254100
States,Georgia,2024,3,X,6.2818,X,X,X,X,X,X,5050,102,80391
States,Hawaii,2024,3,X,3.74229,X,X,X,X,X,X,1117,41,29848
States,Idaho,2024,3,X,3.09829,X,X,X,X,X,X,290,30,9360
States,Illinois,2024,3,X,2.30225,X,X,X,X,X,X,1347,177,58508
States,Indiana,2024,3,X,3.17368,X,X,X,X,X,X,2025,160,63806
States,Iowa,2024,3,X,1.90414,X,X,X,X,X,X,87,16,4569
States,Kansas,2024,3,X,1.98487,X,X,X,X,X,X,341,36,17180
States,Kentucky,2024,3,X,4.00933,X,X,X,X,X,X,1272,88,31726
States,Louisiana,2024,3,X,6.18375,X,X,X,X,X,X,2351,87,38019
States,Maine,2024,3,X,2.85457,X,X,X,X,X,X,412,51,14433
States,Maryland,2024,3,X,3.55508,X,X,X,X,X,X,1460,69,41068
States,Massachusetts,2024,3,X,3.8875,X,X,X,X,X,X,3132,105,80566
States,Michigan,2024,3,X,2.95236,X,X,X,X,X,X,3750,287,127017
States,Minnesota,2024,3,X,1.77583,X,X,X,X,X,X,619,71,34857
States,Mississippi,2024,3,X,5.14541,X,X,X,X,X,X,667,30,12963
States,Missouri,2024,3,X,2.17665,X,X,X,X,X,X,535,41,24579
States,Montana,2024,3,X,2.90866,X,X,X,X,X,X,171,28,5879
States,Nebraska,2024,3,X,3.79889,X,X,X,X,X,X,507,91,13346
States,Nevada,2024,3,X,3.66719,X,X,X,X,X,X,1674,64,45648
States,New Hampshire,2024,3,X,2.96395,X,X,X,X,X,X,245,23,8266
States,New Jersey,2024,3,X,5.56383,X,X,X,X,X,X,1495,33,26870
States,New Mexico,2024,3,X,7.541,X,X,X,X,X,X,1729,41,22928
States,New York,2024,3,X,2.24648,X,X,X,X,X,X,1072,97,47719
States,North Carolina,2024,3,X,3.72699,X,X,X,X,X,X,3165,140,84921
States,North Dakota,2024,3,X,6.1753,X,X,X,X,X,X,186,9,3012
States,Ohio,2024,3,X,4.63393,X,X,X,X,X,X,1495,75,32262
States,Oklahoma,2024,3,X,2.14355,X,X,X,X,X,X,399,35,18614
States,Oregon,2024,3,X,1.54337,X,X,X,X,X,X,552,83,35766
States,Pennsylvania,2024,3,X,2.21954,X,X,X,X,X,X,1341,101,60418
States,Rhode Island,2024,3,X,2.37274,X,X,X,X,X,X,275,24,11590
States,South Carolina,2024,3,X,6.88498,X,X,X,X,X,X,2010,38,29194
States,South Dakota,2024,3,X,0.931867,X,X,X,X,X,X,61,30,6546
States,Tennessee,2024,3,X,7.75031,X,X,X,X,X,X,1953,98,25199
States,Texas,2024,3,X,6.45288,X,X,X,X,X,X,2948,53,45685
States,Utah,2024,3,X,2.80615,X,X,X,X,X,X,522,48,18602
States,Vermont,2024,3,X,1.30976,X,X,X,X,X,X,80,14,6108
States,Virginia,2024,3,X,4.60765,X,X,X,X,X,X,4819,182,104587
States,Washington,2024,3,X,2.73445,X,X,X,X,X,X,1762,109,64437
States,West Virginia,2024,3,X,4.01665,X,X,X,X,X,X,415,55,10332
States,Wisconsin,2024,3,X,2.17486,X,X,X,X,X,X,549,61,25243
States,Wyoming,2024,3,X,5.67325,X,X,X,X,X,X,158,17,2785
States,Commonwealth of the Northern Mariana Islands,2024,3,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,3,X,5.19818,X,X,X,X,X,X,80,5,1539
States,Virgin Islands,2024,3,X,5.01122,X,X,X,X,X,X,67,4,1337
States,New York City,2024,3,X,8.70912,X,X,X,X,X,X,9840,104,112985
States,Alabama,2024,4,X,4.68665,X,X,X,X,X,X,1987,107,42397
States,Alaska,2024,4,X,2.31228,X,X,X,X,X,X,97,12,4195
States,Arizona,2024,4,X,3.7418,X,X,X,X,X,X,3019,119,80683
States,Arkansas,2024,4,X,5.10915,X,X,X,X,X,X,763,49,14934
States,California,2024,4,X,4.38234,X,X,X,X,X,X,12802,210,292127
States,Colorado,2024,4,X,5.14802,X,X,X,X,X,X,2704,97,52525
States,Connecticut,2024,4,X,3.07689,X,X,X,X,X,X,1281,69,41633
States,Delaware,2024,4,X,1.36465,X,X,X,X,X,X,183,24,13410
States,District of Columbia,2024,4,X,6.54229,X,X,X,X,X,X,512,7,7826
States,Florida,2024,4,X,4.94473,X,X,X,X,X,X,13012,357,263149
States,Georgia,2024,4,X,6.74959,X,X,X,X,X,X,6023,103,89235
States,Hawaii,2024,4,X,3.22479,X,X,X,X,X,X,1129,37,35010
States,Idaho,2024,4,X,2.61438,X,X,X,X,X,X,268,30,10251
States,Illinois,2024,4,X,2.01561,X,X,X,X,X,X,1384,177,68664
States,Indiana,2024,4,X,3.33754,X,X,X,X,X,X,2380,161,71310
States,Iowa,2024,4,X,2.57762,X,X,X,X,X,X,132,16,5121
States,Kansas,2024,4,X,2.31957,X,X,X,X,X,X,431,35,18581
States,Kentucky,2024,4,X,3.76211,X,X,X,X,X,X,1460,89,38808
States,Louisiana,2024,4,X,5.6964,X,X,X,X,X,X,2393,87,42009
States,Maine,2024,4,X,2.52054,X,X,X,X,X,X,365,51,14481
States,Maryland,2024,4,X,3.09664,X,X,X,X,X,X,1467,70,47374
States,Massachusetts,2024,4,X,3.75542,X,X,X,X,X,X,1767,105,47052
States,Michigan,2024,4,X,3.31342,X,X,X,X,X,X,4537,287,136928
States,Minnesota,2024,4,X,2.31408,X,X,X,X,X,X,833,71,35997
States,Mississippi,2024,4,X,5.04379,X,X,X,X,X,X,645,31,12788
States,Missouri,2024,4,X,1.97153,X,X,X,X,X,X,554,41,28100
States,Montana,2024,4,X,2.3915,X,X,X,X,X,X,162,28,6774
States,Nebraska,2024,4,X,3.8916,X,X,X,X,X,X,639,91,16420
States,Nevada,2024,4,X,3.31966,X,X,X,X,X,X,1578,64,47535
States,New Hampshire,2024,4,X,2.5416,X,X,X,X,X,X,223,23,8774
States,New Jersey,2024,4,X,5.18811,X,X,X,X,X,X,1510,33,29105
States,New Mexico,2024,4,X,8.24772,X,X,X,X,X,X,2007,43,24334
States,New York,2024,4,X,1.68999,X,X,X,X,X,X,1129,98,66805
States,North Carolina,2024,4,X,3.80862,X,X,X,X,X,X,3462,141,90899
States,North Dakota,2024,4,X,5.49484,X,X,X,X,X,X,181,9,3294
States,Ohio,2024,4,X,4.76478,X,X,X,X,X,X,1736,74,36434
States,Oklahoma,2024,4,X,3.78014,X,X,X,X,X,X,914,45,24179
States,Oregon,2024,4,X,1.38078,X,X,X,X,X,X,546,84,39543
States,Pennsylvania,2024,4,X,2.07351,X,X,X,X,X,X,1377,101,66409
States,Rhode Island,2024,4,X,2.61427,X,X,X,X,X,X,322,24,12317
States,South Carolina,2024,4,X,7.1724,X,X,X,X,X,X,2202,39,30701
States,South Dakota,2024,4,X,1.50831,X,X,X,X,X,X,127,32,8420
States,Tennessee,2024,4,X,5.37508,X,X,X,X,X,X,1696,98,31553
States,Texas,2024,4,X,7.41785,X,X,X,X,X,X,4050,53,54598
States,Utah,2024,4,X,2.45185,X,X,X,X,X,X,485,48,19781
States,Vermont,2024,4,X,1.16005,X,X,X,X,X,X,64,14,5517
States,Virginia,2024,4,X,4.53945,X,X,X,X,X,X,5151,182,113472
States,Washington,2024,4,X,2.59007,X,X,X,X,X,X,1944,109,75056
States,West Virginia,2024,4,X,3.46528,X,X,X,X,X,X,506,55,14602
States,Wisconsin,2024,4,X,2.02225,X,X,X,X,X,X,558,61,27593
States,Wyoming,2024,4,X,8.61259,X,X,X,X,X,X,275,18,3193
States,Commonwealth of the Northern Mariana Islands,2024,4,X,X,X,X,X,X,X,X,X,X,X
States,Puerto Rico,2024,4,X,3.58224,X,X,X,X,X,X,71,7,1982
States,Virgin Islands,2024,4,X,1.06007,X,X,X,X,X,X,9,3,849
States,New York City,2024,4,X,8.67844,X,X,X,X,X,X,10325,105,118973
States,Alabama,2024,5,X,4.41066,X,X,X,X,X,X,1880,108,42624
States,Alaska,2024,5,X,3.8829,X,X,X,X,X,X,126,12,3245
States,Arizona,2024,5,X,3.3646,X,X,X,X,X,X,2705,119,80396
States,Arkansas,2024,5,X,6.05825,X,X,X,X,X,X,934,49,15417
States,California,2024,5,X,4.26048,X,X,X,X,X,X,12275,209,288113
States,Colorado,2024,5,X,5.05197,X,X,X,X,X,X,2649,97,52435
States,Connecticut,2024,5,X,3.04252,X,X,X,X,X,X,1290,69,42399
States,Delaware,2024,5,X,1.33096,X,X,X,X,X,X,187,25,14050
States,District of Columbia,2024,5,X,6.98141,X,X,X,X,X,X,522,7,7477
States,Florida,2024,5,X,4.96202,X,X,X,X,X,X,12981,357,261607
States,Georgia,2024,5,X,6.28252,X,X,X,X,X,X,5446,100,86685
States,Hawaii,2024,5,X,3.31782,X,X,X,X,X,X,1198,40,36108
States,Idaho,2024,5,X,3.29974,X,X,X,X,X,X,334,30,10122
States,Illinois,2024,5,X,2.30418,X,X,X,X,X,X,1665,177,72260
States,Indiana,2024,5,X,3.68688,X,X,X,X,X,X,2695,156,73097
States,Iowa,2024,5,X,3.74716,X,X,X,X,X,X,198,16,5284
States,Kansas,2024,5,X,2.98855,X,X,X,X,X,X,603,36,20177
States,Kentucky,2024,5,X,3.75581,X,X,X,X,X,X,1431,86,38101
States,Louisiana,2024,5,X,5.1971,X,X,X,X,X,X,2203,87,42389
States,Maine,2024,5,X,2.76954,X,X,X,X,X,X,420,51,15165
States,Maryland,2024,5,X,3.10988,X,X,X,X,X,X,1440,68,46304
States,Massachusetts,2024,5,X,4.24373,X,X,X,X,X,X,3623,104,85373
States,Michigan,2024,5,X,3.72574,X,X,X,X,X,X,5079,286,136322
States,Minnesota,2024,5,X,2.62292,X,X,X,X,X,X,980,71,37363
States,Mississippi,2024,5,X,5.08087,X,X,X,X,X,X,600,27,11809
States,Missouri,2024,5,X,2.40829,X,X,X,X,X,X,688,41,28568
States,Montana,2024,5,X,2.27005,X,X,X,X,X,X,154,28,6784
States,Nebraska,2024,5,X,4.90219,X,X,X,X,X,X,822,91,16768
States,Nevada,2024,5,X,2.91315,X,X,X,X,X,X,1379,64,47337
States,New Hampshire,2024,5,X,2.86404,X,X,X,X,X,X,261,23,9113
States,New Jersey,2024,5,X,5.78569,X,X,X,X,X,X,1616,32,27931
States,New Mexico,2024,5,X,8.26232,X,X,X,X,X,X,1910,43,23117
States,New York,2024,5,X,2.40687,X,X,X,X,X,X,1048,98,43542
States,North Carolina,2024,5,X,3.42636,X,X,X,X,X,X,3137,140,91555
States,North Dakota,2024,5,X,5.79418,X,X,X,X,X,X,201,9,3469
States,Ohio,2024,5,X,5.18333,X,X,X,X,X,X,1907,74,36791
States,Oklahoma,2024,5,X,5.49786,X,X,X,X,X,X,1440,41,26192
States,Oregon,2024,5,X,2.22424,X,X,X,X,X,X,880,86,39564
States,Pennsylvania,2024,5,X,2.12371,X,X,X,X,X,X,1419,100,66817
States,Rhode Island,2024,5,X,3.32678,X,X,X,X,X,X,406,23,12204
States,South Carolina,2024,5,X,6.2703,X,X,X,X,X,X,1988,39,31705
States,South Dakota,2024,5,X,1.36007,X,X,X,X,X,X,118,32,8676
States,Tennessee,2024,5,X,4.21961,X,X,X,X,X,X,1315,98,31164
States,Texas,2024,5,X,8.58243,X,X,X,X,X,X,4858,53,56604
States,Utah,2024,5,X,2.3403,X,X,X,X,X,X,466,48,19912
States,Vermont,2024,5,X,2.14672,X,X,X,X,X,X,139,15,6475
States,Virginia,2024,5,X,4.33034,X,X,X,X,X,X,4888,182,112878
States,Washington,2024,5,X,2.32482,X,X,X,X,X,X,1769,109,76092
States,West Virginia,2024,5,X,3.76937,X,X,X,X,X,X,574,54,15228
States,Wisconsin,2024,5,X,2.45344,X,X,X,X,X,X,693,61,28246
States,Wyoming,2024,5,X,9.26488,X,X,X,X,X,X,305,18,3292
States,Commonwealth of the Northern Mariana Islands,2024,5,X,X,X,X,X,X,X,X,X,X,X
